date,net_cash_inflow,inventory_payment,shipping_cost,processing_fee,marketing_expense,platform_fee,fixed_costs,total_outflows,net_daily_cash_flow,running_balance,cash_status,month
2017-11-10,27543.7,0.0,3273.08,964.0295000000001,2675.6328,2229.694,833.3333333333334,9975.769633333333,17567.930366666667,491354.6524666669,healthy,2017-11
2017-11-11,23462.24,0.0,3370.99,821.1784000000001,3188.8884,2657.407,833.3333333333334,10871.797133333333,12590.442866666668,503945.0953333336,healthy,2017-11
2017-11-12,27285.37,0.0,3413.72,954.9879500000001,3120.2376,2600.1980000000003,833.3333333333334,10922.476883333335,16362.893116666664,520307.98845000024,healthy,2017-11
2017-11-13,19603.2,0.0,4886.7,686.1120000000001,3487.2036,2906.003,833.3333333333334,12799.351933333333,6803.848066666667,527111.8365166669,healthy,2017-11
2017-11-14,28059.09,0.0,4229.22,982.0681500000001,3711.9024,3093.2520000000004,833.3333333333334,12849.775883333334,15209.314116666666,542321.1506333336,healthy,2017-11
2017-11-15,31277.38,0.0,3771.46,1094.7083000000002,3203.9844,2669.987,833.3333333333334,11573.473033333334,19703.90696666667,562025.0576000002,healthy,2017-11
2017-11-16,27785.48,700353.0179999999,4649.27,972.4918000000001,3950.1696,3291.8080000000004,833.3333333333334,714050.0907333333,-686264.6107333333,-124239.5531333331,insolvent,2017-11
2017-11-17,32041.5,0.0,4968.0,1121.4525,4097.3004,3414.417,833.3333333333334,14434.503233333333,17606.996766666667,-106632.55636666645,insolvent,2017-11
2017-11-18,28639.88,0.0,3960.35,1002.3958000000001,3262.218,2718.5150000000003,833.3333333333334,11776.812133333335,16863.067866666664,-89769.48849999974,insolvent,2017-11
2017-11-19,26872.67,0.0,3357.05,940.54345,2797.5119999999997,2331.2599999999998,833.3333333333334,10259.698783333333,16612.971216666665,-73156.51728333312,insolvent,2017-11
2017-11-20,30533.510000000002,0.0,5730.06,1068.6728500000002,5959.1604,4965.967000000001,833.3333333333334,18557.193583333334,11976.316416666668,-61180.20086666639,insolvent,2017-11
2017-11-21,31981.35,0.0,4922.41,1119.34725,4638.7536,3865.628,833.3333333333334,15379.472183333333,16601.877816666667,-44578.32304999977,insolvent,2017-11
2017-11-22,29702.03,0.0,4969.35,1039.57105,3557.7372,2964.7810000000004,833.3333333333334,13364.772583333335,16337.257416666664,-28241.065633333055,insolvent,2017-11
2017-11-23,46382.08,0.0,6758.22,1623.3728000000003,6038.655599999999,5032.213,833.3333333333334,20285.794733333332,26096.28526666667,-2144.780366666382,insolvent,2017-11
2017-11-24,37335.17,0.0,25632.920000000002,1306.7309500000001,21297.9888,17748.324,833.3333333333334,66819.29708333332,-29484.127083333326,-31628.907449999708,insolvent,2017-11
2017-11-25,56194.53,0.0,10878.81,1966.8085500000002,8563.7292,7136.441000000001,833.3333333333334,29379.122083333332,26815.407916666667,-4813.499533333059,insolvent,2017-11
2017-11-26,52153.64,0.0,8226.28,1825.3774,6369.6612000000005,5308.051,833.3333333333334,22562.70293333333,29590.93706666667,24777.437533333607,critical,2017-11
2017-11-27,150922.21,0.0,8707.88,5282.27735,6775.520399999999,5646.267,833.3333333333334,27245.27808333333,123676.93191666665,148454.36945000023,healthy,2017-11
2017-11-28,73020.96,0.0,8343.8,2555.7336000000005,6738.1632,5615.136,833.3333333333334,24086.16613333333,48934.793866666674,197389.1633166669,healthy,2017-11
2017-11-29,58265.98,0.0,7184.36,2039.3093000000003,5636.612399999999,4697.177,833.3333333333334,20390.79203333333,37875.18796666667,235264.35128333356,healthy,2017-11
2017-11-30,57351.54,0.0,5282.63,2007.3039,4386.3648,3655.304,833.3333333333334,16164.936033333333,41186.60396666667,276450.95525000023,healthy,2017-11
2017-12-01,51096.38,0.0,5969.04,1788.3733,5445.726000000001,4538.1050000000005,833.3333333333334,18574.577633333334,32521.802366666663,308972.7576166669,healthy,2017-12
2017-12-02,43613.74,0.0,4486.84,1526.4809,4251.0696,3542.5580000000004,833.3333333333334,14640.281833333336,28973.458166666664,337946.2157833336,healthy,2017-12
2017-12-03,35086.23,0.0,4927.14,1228.0180500000001,4088.3651999999997,3406.971,833.3333333333334,14483.827583333334,20602.40241666667,358548.61820000026,healthy,2017-12
2017-12-04,46011.69,0.0,6707.25,1610.4091500000002,6272.470799999999,5227.059,833.3333333333334,20650.522283333332,25361.16771666667,383909.78591666697,healthy,2017-12
2017-12-05,42230.94,0.0,5928.05,1478.0829,4747.2504,3956.042,833.3333333333334,16942.758633333335,25288.181366666668,409197.9672833336,healthy,2017-12
2017-12-06,35553.99,0.0,6291.4800000000005,1244.38965,5458.828799999999,4549.024,833.3333333333334,18377.055783333333,17176.934216666665,426374.90150000027,healthy,2017-12
2017-12-07,49136.34,0.0,4848.71,1719.7719,3935.4576,3279.5480000000007,833.3333333333334,14616.820833333335,34519.519166666665,460894.42066666693,healthy,2017-12
2017-12-08,37243.39,0.0,4468.09,1303.5186500000002,4044.786,3370.6550000000007,833.3333333333334,14020.382983333335,23223.007016666663,484117.4276833336,healthy,2017-12
2017-12-09,43920.3,0.0,3612.48,1537.2105000000001,2836.7424,2363.952,833.3333333333334,11183.718233333335,32736.58176666667,516854.00945000025,healthy,2017-12
2017-12-10,27746.72,0.0,3811.55,971.1352000000002,3339.6767999999997,2783.0640000000003,833.3333333333334,11738.759333333333,16007.960666666668,532861.970116667,healthy,2017-12
2017-12-11,31897.41,0.0,5351.48,1116.4093500000001,4671.2364,3892.697,833.3333333333334,15865.156083333333,16032.253916666667,548894.2240333336,healthy,2017-12
2017-12-12,28955.21,0.0,5044.61,1013.43235,4572.9096,3810.7580000000003,833.3333333333334,15275.043283333333,13680.166716666667,562574.3907500003,healthy,2017-12
2017-12-13,27061.78,0.0,4763.29,947.1623000000001,4095.2664,3412.722,833.3333333333334,14051.774033333333,13010.005966666666,575584.3967166669,healthy,2017-12
2017-12-14,39394.39,0.0,4294.64,1378.80365,3549.7043999999996,2958.087,833.3333333333334,13014.568383333333,26379.821616666668,601964.2183333336,healthy,2017-12
2017-12-15,40873.56,0.0,4032.85,1430.5746000000001,3738.0204,3115.0170000000003,833.3333333333334,13149.795333333333,27723.764666666662,629687.9830000002,healthy,2017-12
2017-12-16,30065.420000000002,511683.192,2590.28,1052.2897000000003,2728.998,2274.1650000000004,833.3333333333334,521162.25803333335,-491096.83803333336,138591.14496666694,healthy,2017-12
2017-12-17,25375.5,0.0,2777.2400000000002,888.1425,2635.17,2195.975,833.3333333333334,9329.860833333334,16045.639166666666,154636.7841333336,healthy,2017-12
2017-12-18,28977.35,0.0,4648.5,1014.20725,4057.668,3381.3900000000003,833.3333333333334,13935.098583333334,15042.251416666664,169679.03555000026,healthy,2017-12
2017-12-19,29286.06,0.0,3512.3,1025.0121000000001,2896.1411999999996,2413.451,833.3333333333334,10680.237633333332,18605.822366666667,188284.85791666695,healthy,2017-12
2017-12-20,24329.17,0.0,3919.88,851.52095,3695.0903999999996,3079.242,833.3333333333334,12379.066683333334,11950.103316666664,200234.96123333363,healthy,2017-12
2017-12-21,34145.26,0.0,2906.42,1195.0841000000003,2549.6928,2124.744,833.3333333333334,9609.274233333334,24535.98576666667,224770.94700000028,healthy,2017-12
2017-12-22,21490.67,0.0,2260.89,752.17345,2061.9359999999997,1718.28,833.3333333333334,7626.612783333332,13864.057216666666,238635.00421666694,healthy,2017-12
2017-12-23,27398.54,0.0,2363.4,958.9489000000001,1703.8583999999998,1419.882,833.3333333333334,7279.422633333333,20119.11736666667,258754.12158333362,healthy,2017-12
2017-12-24,19286.0,0.0,1053.67,675.0100000000001,798.4427999999999,665.369,833.3333333333334,4025.8251333333337,15260.174866666666,274014.29645000026,healthy,2017-12
2017-12-25,14200.61,0.0,2267.63,497.02135000000004,1487.7684,1239.807,833.3333333333334,6325.560083333333,7875.049916666668,281889.34636666696,healthy,2017-12
2017-12-26,12888.33,0.0,3199.33,451.09155000000004,2793.6935999999996,2328.078,833.3333333333334,9605.526483333333,3282.803516666667,285172.1498833336,healthy,2017-12
2017-12-27,10448.789999999999,0.0,3327.11,365.70765,2523.3012,2102.7509999999997,833.3333333333334,9152.203183333333,1296.586816666666,286468.7367000003,healthy,2017-12
2017-12-28,14826.210000000001,0.0,2698.91,518.91735,2083.02,1735.8500000000001,833.3333333333334,7870.030683333333,6956.179316666668,293424.916016667,healthy,2017-12
2017-12-29,20455.56,0.0,2707.27,715.9446000000002,2234.4108,1862.009,833.3333333333334,8352.967733333335,12102.592266666667,305527.5082833336,healthy,2017-12
2017-12-30,22127.73,0.0,2146.84,774.47055,1824.192,1520.16,833.3333333333334,7098.995883333333,15028.734116666667,320556.24240000034,healthy,2017-12
2017-12-31,16824.63,0.0,1490.33,588.8620500000001,1215.7440000000001,1013.1200000000001,833.3333333333334,5141.389383333333,11683.240616666668,332239.48301666696,healthy,2017-12
2018-01-01,15586.08,0.0,1427.36,545.5128000000001,996.8832,830.7360000000001,833.3333333333334,4633.825333333333,10952.254666666668,343191.7376833337,healthy,2018-01
2018-01-02,14995.93,0.0,4095.5099999999998,524.8575500000001,3529.2612,2941.0510000000004,833.3333333333334,11924.013083333333,3071.916916666667,346263.65460000036,healthy,2018-01
2018-01-03,12716.41,0.0,4824.24,445.07435000000004,4309.328399999999,3591.107,833.3333333333334,14003.083083333333,-1286.6730833333331,344976.981516667,healthy,2018-01
2018-01-04,14620.82,0.0,5022.33,511.72870000000006,4725.954,3938.295,833.3333333333334,15031.641033333333,-410.8210333333336,344566.16048333363,healthy,2018-01
2018-01-05,34653.56,0.0,4402.6,1212.8746,3744.5076,3120.4230000000002,833.3333333333334,13313.738533333335,21339.82146666666,365905.98195000034,healthy,2018-01
2018-01-06,34055.62,0.0,4971.61,1191.9467000000002,3909.7535999999996,3258.128,833.3333333333334,14164.771633333334,19890.84836666667,385796.830316667,healthy,2018-01
2018-01-07,37632.74,0.0,4485.11,1317.1459,4070.1744000000003,3391.8120000000004,833.3333333333334,14097.575633333334,23535.164366666664,409331.9946833337,healthy,2018-01
2018-01-08,30061.93,0.0,6454.25,1052.1675500000001,5421.1464,4517.622,833.3333333333334,18278.51928333333,11783.410716666669,421115.40540000034,healthy,2018-01
2018-01-09,34586.02,0.0,5138.63,1210.5107,4233.9839999999995,3528.3199999999997,833.3333333333334,14944.778033333334,19641.24196666666,440756.647366667,healthy,2018-01
2018-01-10,36784.26,0.0,6326.73,1287.4491000000003,5349.0444,4457.537,833.3333333333334,18254.093833333332,18530.16616666667,459286.81353333365,healthy,2018-01
2018-01-11,45770.340000000004,0.0,6244.24,1601.9619000000002,5543.8212,4619.851000000001,833.3333333333334,18843.207433333333,26927.13256666667,486213.94610000035,healthy,2018-01
2018-01-12,42442.38,0.0,5944.03,1485.4833,4431.955199999999,3693.2960000000003,833.3333333333334,16388.097833333333,26054.282166666664,512268.228266667,healthy,2018-01
2018-01-13,39966.31,0.0,4571.98,1398.82085,3900.5532,3250.4610000000002,833.3333333333334,13955.148383333335,26011.161616666664,538279.3898833337,healthy,2018-01
2018-01-14,37666.25,0.0,4356.2,1318.3187500000001,4207.686000000001,3506.4050000000007,833.3333333333334,14221.943083333335,23444.306916666665,561723.6968000004,healthy,2018-01
2018-01-15,36310.38,0.0,6444.49,1270.8633,5314.08,4428.400000000001,833.3333333333334,18291.166633333334,18019.213366666663,579742.910166667,healthy,2018-01
2018-01-16,35369.1,658794.576,6856.8,1237.9185,6135.5148,5112.929,833.3333333333334,678971.0716333335,-643601.9716333335,-63859.06146666652,insolvent,2018-01
2018-01-17,43194.44,0.0,6039.03,1511.8054000000002,5036.8488,4197.374,833.3333333333334,17618.39153333333,25576.04846666667,-38283.0129999998,insolvent,2018-01
2018-01-18,39755.45,0.0,4984.62,1391.44075,3931.8348,3276.5290000000005,833.3333333333334,14417.757883333334,25337.692116666665,-12945.32088333316,insolvent,2018-01
2018-01-19,47366.04,0.0,5254.01,1657.8114000000003,4171.8060000000005,3476.5050000000006,833.3333333333334,15393.465733333336,31972.574266666663,19027.253383333504,critical,2018-01
2018-01-20,40776.13,0.0,4529.28,1427.16455,3212.4756,2677.063,833.3333333333334,12679.316483333334,28096.81351666666,47124.06690000015,critical,2018-01
2018-01-21,30364.59,0.0,4047.35,1062.7606500000002,3334.0080000000003,2778.34,833.3333333333334,12055.791983333334,18308.798016666668,65432.86491666682,warning,2018-01
2018-01-22,32046.16,0.0,6203.17,1121.6156,5185.8732,4321.561000000001,833.3333333333334,17665.553133333335,14380.606866666665,79813.47178333346,warning,2018-01
2018-01-23,29404.53,0.0,5501.37,1029.15855,4779.948,3983.2900000000004,833.3333333333334,16127.099883333334,13277.430116666665,93090.90190000011,warning,2018-01
2018-01-24,31769.5,0.0,5113.56,1111.9325000000001,4377.662399999999,3648.0519999999997,833.3333333333334,15084.540233333333,16684.959766666667,109775.86166666681,healthy,2018-01
2018-01-25,43033.8,0.0,5022.83,1506.1830000000002,4168.11,3473.425,833.3333333333334,15003.881333333333,28029.918666666672,137805.78033333347,healthy,2018-01
2018-01-26,40194.66,0.0,5207.5199999999995,1406.8131000000003,4679.7216,3899.768,833.3333333333334,16027.156033333335,24167.50396666667,161973.28430000017,healthy,2018-01
2018-01-27,33550.12,0.0,3020.0099999999998,1174.2542000000003,2948.2344,2456.862,833.3333333333334,10432.693933333334,23117.426066666667,185090.71036666684,healthy,2018-01
2018-01-28,32473.14,0.0,3322.4,1136.5599000000002,3244.5756,2703.813,833.3333333333334,11240.681833333334,21232.458166666664,206323.16853333352,healthy,2018-01
2018-01-29,39161.95,0.0,5434.46,1370.66825,4254.8496000000005,3545.7080000000005,833.3333333333334,15439.019183333334,23722.930816666663,230046.0993500002,healthy,2018-01
2018-01-30,26544.63,0.0,5597.62,929.0620500000001,4133.912399999999,3444.9269999999997,833.3333333333334,14938.854783333334,11605.775216666667,241651.87456666687,healthy,2018-01
2018-01-31,31117.36,0.0,4967.98,1089.1076,4475.4072,3729.506,833.3333333333334,15095.334133333334,16022.025866666667,257673.90043333353,healthy,2018-01
2018-02-01,33038.54,0.0,5318.49,1156.3489000000002,4240.2504,3533.542,833.3333333333334,15081.964633333333,17956.575366666668,275630.4758000002,healthy,2018-02
2018-02-02,32597.53,0.0,4728.82,1140.91355,3882.8759999999997,3235.73,833.3333333333334,13821.672883333333,18775.857116666666,294406.33291666687,healthy,2018-02
2018-02-03,38212.17,0.0,4082.17,1337.42595,3260.2068,2716.839,833.3333333333334,12229.975083333333,25982.194916666667,320388.52783333353,healthy,2018-02
2018-02-04,33248.06,0.0,4181.48,1163.6821,3350.9159999999997,2792.4300000000003,833.3333333333334,12321.841433333333,20926.218566666663,341314.7464000002,healthy,2018-02
2018-02-05,28948.53,0.0,5740.58,1013.1985500000001,5112.8196,4260.683,833.3333333333334,16960.61448333333,11987.915516666668,353302.66191666684,healthy,2018-02
2018-02-06,29810.96,0.0,5690.52,1043.3836000000001,4751.976000000001,3959.9800000000005,833.3333333333334,16279.192933333334,13531.767066666665,366834.4289833335,healthy,2018-02
2018-02-07,35545.02,0.0,4981.1,1244.0757,4333.1328,3610.9440000000004,833.3333333333334,15002.585833333336,20542.43416666666,387376.86315000016,healthy,2018-02
2018-02-08,42705.96,0.0,4452.68,1494.7086000000002,3783.7572,3153.1310000000003,833.3333333333334,13717.610133333334,28988.349866666664,416365.2130166668,healthy,2018-02
2018-02-09,36407.11,0.0,4056.43,1274.2488500000002,4157.2644,3464.3870000000006,833.3333333333334,13785.663583333335,22621.446416666666,438986.6594333335,healthy,2018-02
2018-02-10,36574.29,0.0,3753.09,1280.1001500000002,2921.0496000000003,2434.208,833.3333333333334,11221.781083333335,25352.508916666666,464339.16835000017,healthy,2018-02
2018-02-11,28600.86,0.0,3407.64,1001.0301000000001,3093.3815999999997,2577.818,833.3333333333334,10913.203033333333,17687.65696666667,482026.8253166668,healthy,2018-02
2018-02-12,28699.63,0.0,4281.13,1004.4870500000002,3308.3148,2756.929,833.3333333333334,12184.194183333335,16515.435816666664,498542.2611333335,healthy,2018-02
2018-02-13,25044.51,0.0,4432.28,876.55785,3348.7128,2790.594,833.3333333333334,12281.477983333332,12763.032016666666,511305.29315000016,healthy,2018-02
2018-02-14,26813.32,0.0,6185.33,938.4662000000001,5171.3135999999995,4309.428,833.3333333333334,17437.87113333333,9375.44886666667,520680.7420166668,healthy,2018-02
2018-02-15,33141.7,0.0,5565.49,1159.9595,4505.365199999999,3754.471,833.3333333333334,15818.619033333332,17323.080966666665,538003.8229833335,healthy,2018-02
2018-02-16,32758.28,587301.282,4763.63,1146.5398,3790.2527999999998,3158.544,833.3333333333334,600993.5819333334,-568235.3019333334,-30231.478949999902,insolvent,2018-02
2018-02-17,38301.25,0.0,4432.76,1340.54375,3512.9088,2927.4240000000004,833.3333333333334,13046.969883333335,25254.280116666665,-4977.198833333212,insolvent,2018-02
2018-02-18,34130.51,0.0,4445.37,1194.5678500000001,3473.6448,2894.704,833.3333333333334,12841.619983333334,21288.890016666668,16311.69118333346,critical,2018-02
2018-02-19,29561.28,0.0,5481.35,1034.6448,4002.0588,3335.049,833.3333333333334,14686.435933333332,14874.844066666667,31186.53525000013,critical,2018-02
2018-02-20,33662.28,0.0,5921.9,1178.1798000000001,5082.362399999999,4235.302,833.3333333333334,17251.07753333333,16411.20246666667,47597.73771666677,critical,2018-02
2018-02-21,34518.14,0.0,5480.46,1208.1349,4510.6044,3758.8370000000004,833.3333333333334,15791.369633333334,18726.770366666664,66324.50808333344,warning,2018-02
2018-02-22,33301.79,0.0,5875.05,1165.56265,4443.6024,3703.002,833.3333333333334,16020.550383333333,17281.239616666666,83605.74770000012,warning,2018-02
2018-02-23,43953.04,0.0,4648.26,1538.3564000000001,3968.7551999999996,3307.2960000000003,833.3333333333334,14296.000933333335,29657.039066666664,113262.7867666668,healthy,2018-02
2018-02-24,34929.29,0.0,4018.82,1222.5251500000002,3387.48,2822.9,833.3333333333334,12285.058483333334,22644.231516666667,135907.01828333345,healthy,2018-02
2018-02-25,32172.74,0.0,5711.32,1126.0459,4171.8216,3476.518,833.3333333333334,15319.038833333334,16853.701166666666,152760.7194500001,healthy,2018-02
2018-02-26,32844.78,0.0,6329.51,1149.5673000000002,5995.7519999999995,4996.46,833.3333333333334,19304.622633333332,13540.157366666666,166300.87681666674,healthy,2018-02
2018-02-27,34629.659999999996,0.0,6789.78,1212.0381,5632.9428,4694.119000000001,833.3333333333334,19162.213233333332,15467.446766666664,181768.3235833334,healthy,2018-02
2018-02-28,39105.96,0.0,6742.2,1368.7086000000002,6266.7336,5222.278,833.3333333333334,20433.253533333333,18672.706466666667,200441.03005000006,healthy,2018-02
2018-03-01,51146.15,0.0,6491.28,1790.1152500000003,5504.7492,4587.291,833.3333333333334,19206.768783333333,31939.38121666667,232380.41126666672,healthy,2018-03
2018-03-02,50952.26,0.0,5597.07,1783.3291000000002,4484.8236,3737.353,833.3333333333334,16435.90903333333,34516.35096666667,266896.76223333343,healthy,2018-03
2018-03-03,45649.77,0.0,4937.43,1597.74195,3723.4428,3102.869,833.3333333333334,14194.817083333335,31454.95291666666,298351.71515000006,healthy,2018-03
2018-03-04,36805.57,0.0,4909.09,1288.19495,4482.12,3735.1000000000004,833.3333333333334,15247.838283333334,21557.731716666665,319909.4468666667,healthy,2018-03
2018-03-05,34752.7,0.0,7013.39,1216.3445,5355.6528,4463.044000000001,833.3333333333334,18881.764633333332,15870.935366666665,335780.3822333334,healthy,2018-03
2018-03-06,36608.04,0.0,6797.26,1281.2814,5516.5488,4597.124,833.3333333333334,19025.54753333333,17582.49246666667,353362.87470000004,healthy,2018-03
2018-03-07,41398.2,0.0,6333.2699999999995,1448.9370000000001,5096.5392,4247.116000000001,833.3333333333334,17959.19553333333,23439.004466666665,376801.87916666677,healthy,2018-03
2018-03-08,45026.64,0.0,5665.47,1575.9324000000001,4039.1832,3365.9860000000003,833.3333333333334,15479.904933333335,29546.735066666664,406348.6142333334,healthy,2018-03
2018-03-09,44152.65,0.0,5311.07,1545.3427500000003,4045.9787999999994,3371.649,833.3333333333334,15107.373883333332,29045.276116666668,435393.89035000006,healthy,2018-03
2018-03-10,40142.56,0.0,4582.85,1404.9896,3668.9592,3057.4660000000003,833.3333333333334,13547.598133333335,26594.961866666665,461988.85221666674,healthy,2018-03
2018-03-11,29058.2,0.0,5297.92,1017.0370000000001,4394.201999999999,3661.835,833.3333333333334,15204.327333333333,13853.872666666668,475842.72488333343,healthy,2018-03
2018-03-12,28834.58,0.0,5274.18,1009.2103000000002,4293.4596,3577.8830000000003,833.3333333333334,14988.066233333335,13846.513766666667,489689.2386500001,healthy,2018-03
2018-03-13,34973.9,0.0,6025.67,1224.0865000000001,4944.2496,4120.2080000000005,833.3333333333334,17147.547433333333,17826.35256666667,507515.59121666674,healthy,2018-03
2018-03-14,41795.71,0.0,4795.05,1462.84985,3398.8608,2832.384,833.3333333333334,13322.477983333334,28473.232016666665,535988.8232333334,healthy,2018-03
2018-03-15,34522.36,0.0,7088.67,1208.2826000000002,6162.6168,5135.514,833.3333333333334,20428.41673333333,14093.943266666669,550082.7665,healthy,2018-03
2018-03-16,41463.43,690281.454,5901.95,1451.2200500000001,4627.86,3856.55,833.3333333333334,706952.3673833334,-665488.9373833333,-115406.17088333331,insolvent,2018-03
2018-03-17,32316.06,0.0,3918.36,1131.0621,2880.0251999999996,2400.021,833.3333333333334,11162.801633333334,21153.25836666667,-94252.91251666669,insolvent,2018-03
2018-03-18,44806.87,0.0,4957.05,1568.2404500000002,4329.165599999999,3607.638,833.3333333333334,15295.427383333334,29511.442616666667,-64741.469900000026,insolvent,2018-03
2018-03-19,31443.39,0.0,7923.67,1100.51865,6305.1936,5254.328,833.3333333333334,21417.043583333332,10026.346416666667,-54715.12348333339,insolvent,2018-03
2018-03-20,31410.63,0.0,7105.2300000000005,1099.3720500000002,5104.4052,4253.671,833.3333333333334,18396.011583333337,13014.618416666664,-41700.50506666675,insolvent,2018-03
